,time,latitude,longitude
0,20210704091048,34.69312333333333,135.78242666666668
1,20210704091104,34.693146666666664,135.782335
2,20210704091120,34.693146666666664,135.782335
3,20210704091135,34.693125,135.782195
4,20210704091151,34.693125,135.782195
5,20210704091206,34.69309166666667,135.78216
6,20210704091222,34.69309166666667,135.78216
7,20210704091237,34.69325666666667,135.782535
8,20210704091253,34.692991666666664,135.78271166666667
9,20210704091309,34.69282833333333,135.782205
10,20210704091325,34.69282833333333,135.782205
11,20210704091340,34.692388333333334,135.78208666666666
12,20210704091355,34.692388333333334,135.78208666666666
13,20210704091411,34.6922,135.78213833333334
14,20210704091427,34.6922,135.78213833333334
15,20210704091442,34.690128333333334,135.78222833333334
16,20210704091458,34.688923333333335,135.78219333333334
17,20210704091513,34.688923333333335,135.78219333333334
18,20210704091529,34.686605,135.782175
19,20210704091544,34.686605,135.782175
20,20210704091600,34.68483666666667,135.78073333333333
21,20210704091616,34.68483666666667,135.78073333333333
22,20210704091631,34.68394,135.78082333333333
23,20210704091647,34.683901666666664,135.782425
24,20210704091702,34.683901666666664,135.782425
25,20210704091718,34.684023333333336,135.78557333333333
26,20210704091734,34.684023333333336,135.78557333333333
27,20210704091749,34.68412166666667,135.78663833333334
28,20210704091805,34.68412166666667,135.78663833333334
29,20210704091820,34.684128333333334,135.78664166666667
30,20210704091836,34.684128333333334,135.78664166666667
31,20210704091851,34.684178333333335,135.78822666666667
32,20210704091907,34.684178333333335,135.78822666666667
33,20210704091922,34.68439333333333,135.791505
34,20210704091938,34.68439333333333,135.791505
35,20210704091953,34.68456166666667,135.79356
36,20210704092009,34.684603333333335,135.79283166666667
37,20210704092024,34.684891666666665,135.79224166666665
38,20210704092039,34.684891666666665,135.79224166666665
39,20210704092055,34.685923333333335,135.792435
40,20210704092111,34.685923333333335,135.792435
41,20210704092126,34.685566666666666,135.79346166666667
42,20210704092141,34.685566666666666,135.79346166666667
43,20210704092157,34.68544166666667,135.79245166666666
44,20210704092213,34.68544166666667,135.79245166666666
45,20210704092228,34.685475,135.79246166666667
46,20210704092244,34.685475,135.79246166666667
47,20210704092259,34.68595166666667,135.79239166666667
48,20210704092314,34.68595166666667,135.79239166666667
