,time,latitude,longitude
0,20210704091706,34.692946666666664,135.78244166666667
1,20210704091721,34.692946666666664,135.78244166666667
2,20210704091737,34.693005,135.782425
3,20210704091752,34.693005,135.782425
4,20210704091808,34.69305,135.78241166666666
5,20210704091823,34.69305,135.78241166666666
6,20210704091839,34.69305,135.78241166666666
7,20210704091854,34.69305,135.78241166666666
8,20210704091910,34.69305,135.78241166666666
9,20210704091925,34.69305,135.78241166666666
10,20210704091941,34.69305166666667,135.78241166666666
11,20210704091956,34.69305166666667,135.78241166666666
12,20210704092012,34.69309333333333,135.78240666666667
13,20210704092027,34.69309333333333,135.78240666666667
14,20210704092043,34.69311166666667,135.7824
15,20210704092058,34.69311166666667,135.7824
16,20210704092114,34.69311166666667,135.7824
17,20210704092129,34.69311166666667,135.7824
18,20210704092145,34.69311166666667,135.7824
19,20210704092200,34.69311166666667,135.7824
20,20210704092216,34.69311166666667,135.78239833333333
21,20210704092231,34.69311166666667,135.78239833333333
22,20210704092247,34.69311166666667,135.78239833333333
23,20210704092302,34.69311166666667,135.78239833333333
24,20210704092318,34.69311166666667,135.78239833333333
25,20210704092333,34.69311166666667,135.78239833333333
26,20210704092349,34.693113333333336,135.78239833333333
27,20210704092405,34.693266666666666,135.78233833333334
28,20210704092420,34.693266666666666,135.78233833333334
29,20210704092436,34.693266666666666,135.78233833333334
30,20210704092452,34.69298333333333,135.78226
31,20210704092507,34.69301,135.78221833333333
32,20210704092523,34.693155,135.782185
33,20210704092538,34.693155,135.782185
34,20210704092554,34.69317,135.782205
35,20210704092609,34.69316,135.78224166666666
36,20210704092625,34.69316,135.78224833333334
37,20210704092640,34.69316,135.78224833333334
38,20210704092656,34.693153333333335,135.782255
39,20210704092711,34.693153333333335,135.782255
40,20210704092727,34.693153333333335,135.78225666666665
41,20210704092742,34.693153333333335,135.78225666666665
42,20210704092758,34.693151666666665,135.782255
43,20210704092813,34.693151666666665,135.782255
44,20210704092829,34.693315,135.78247333333334
45,20210704092844,34.693315,135.78247333333334
46,20210704092900,34.693315,135.78247333333334
47,20210704092916,34.69186166666667,135.78221666666667
48,20210704092931,34.690493333333336,135.78215833333334
49,20210704092947,34.68909166666667,135.78215
50,20210704093002,34.68909166666667,135.78215
51,20210704093018,34.686301666666665,135.78212166666665
52,20210704093033,34.68509666666667,135.78117833333334
53,20210704093048,34.684443333333334,135.78048666666666
54,20210704093104,34.684443333333334,135.78048666666666
55,20210704093120,34.68385166666667,135.78162333333333
56,20210704093135,34.68392,135.78344166666668
57,20210704093151,34.68402833333333,135.78536666666668
58,20210704093206,34.684083333333334,135.78623833333333
59,20210704093222,34.684088333333335,135.78624833333333
60,20210704093237,34.6841,135.78645333333333
61,20210704093253,34.684216666666664,135.787965
62,20210704093308,34.684216666666664,135.787965
63,20210704093324,34.68443666666667,135.79179333333335
64,20210704093339,34.68441333333333,135.79343666666668
65,20210704093355,34.68461833333333,135.79308833333334
66,20210704093410,34.68483166666667,135.79223333333334
67,20210704093426,34.685805,135.79223666666667
68,20210704093441,34.68595166666667,135.79293
69,20210704093456,34.685628333333334,135.79349333333334
70,20210704093512,34.685628333333334,135.79349333333334
71,20210704093528,34.68546333333333,135.79249666666666
72,20210704093543,34.68546333333333,135.79249666666666
