,address,rssi,uuid
0,55:81:18:ae:52:83,-95,
1,1c:c1:a5:24:8e:bb,-95,0000fd6f-0000-1000-8000-00805f9b34fb
2,4d:5d:bf:26:b4:4c,-93,
3,05:10:1d:87:9b:55,-86,0000fd6f-0000-1000-8000-00805f9b34fb
4,00:a0:50:1d:4a:ce,-73,
5,73:14:6d:54:30:f4,-87,
6,08:67:36:14:e7:07,-74,0000fd6f-0000-1000-8000-00805f9b34fb
7,5f:31:80:4b:36:02,-83,
8,6f:4e:6b:f0:46:47,-94,0000fd6f-0000-1000-8000-00805f9b34fb
9,5e:f5:4d:89:af:21,-83,
10,0d:55:f9:42:11:0f,-97,0000fd6f-0000-1000-8000-00805f9b34fb
11,42:cc:10:b6:d8:53,-91,
12,43:f9:98:78:43:3e,-91,
13,77:1f:dd:11:28:19,-76,
14,ff:6a:70:fd:65:0a,-95,
15,5b:97:80:6b:85:b4,-93,
16,70:e1:29:cb:2c:ad,-95,
17,68:16:b5:1e:09:95,-94,
18,14:ab:b8:a1:5f:2c,-87,0000fd6f-0000-1000-8000-00805f9b34fb
19,00:a0:50:53:46:4c,-91,
20,50:55:31:46:e4:b2,-96,
21,60:f1:89:41:04:f6,-91,
22,cc:c0:79:b7:e2:36,-95,
23,7e:bb:ba:1e:b2:54,-87,
24,5b:f7:56:84:db:a6,-95,
25,3d:32:c9:9a:da:57,-98,0000fd6f-0000-1000-8000-00805f9b34fb
26,44:c5:41:b9:32:2a,-93,
27,42:5d:d4:83:c8:2d,-94,
28,4c:35:52:56:70:33,-93,
29,74:1b:5d:0a:4a:19,-100,
30,7f:e5:f4:e3:4e:9c,-91,
31,00:a0:50:52:e2:24,-84,
32,55:1d:30:50:59:61,-94,
33,05:c3:6e:4f:84:c9,-98,0000fd6f-0000-1000-8000-00805f9b34fb
