,address,rssi,uuid
0,00:a0:50:1d:4a:ce,-75,
1,4e:75:58:58:e1:3e,-88,
2,01:8c:4b:57:79:d1,-88,0000fd6f-0000-1000-8000-00805f9b34fb
3,5b:6a:93:9f:a8:4f,-100,
4,0c:17:98:13:06:2e,-90,0000fd6f-0000-1000-8000-00805f9b34fb
5,79:f9:31:d4:55:2a,-89,
6,71:24:37:f6:b6:6b,-85,
7,6d:8a:5a:b6:e9:4b,-85,
8,25:c5:86:fe:dd:a2,-89,0000fd6f-0000-1000-8000-00805f9b34fb
9,5d:98:b8:5e:89:38,-92,
10,40:ae:6e:e1:76:2d,-93,
11,4c:5b:83:20:ce:12,-89,
12,6b:0e:36:02:a0:85,-95,
13,66:68:64:7a:85:32,-94,
14,2b:bf:b0:b9:16:2c,-90,0000fd6f-0000-1000-8000-00805f9b34fb
15,74:be:6c:23:25:0f,-98,
16,4d:be:01:10:c7:e3,-92,
17,6f:29:92:84:46:1c,-90,
18,31:1b:d4:0d:4b:03,-98,0000fd6f-0000-1000-8000-00805f9b34fb
19,42:d5:67:95:bc:1d,-95,
20,0e:bd:26:88:1d:09,-97,0000fd6f-0000-1000-8000-00805f9b34fb
21,7c:5f:7b:43:21:fc,-97,
22,1f:57:e4:89:b0:51,-97,0000fd6f-0000-1000-8000-00805f9b34fb
23,50:07:bc:29:62:b0,-94,
24,7c:8e:20:a7:f0:1d,-95,
25,68:28:a4:ac:b1:0c,-100,
26,50:8b:1e:ee:c3:9d,-89,
27,57:55:ed:3a:76:4c,-92,
28,55:e6:c4:c2:46:64,-100,
29,6d:70:14:a5:03:dc,-94,
30,42:70:2c:75:aa:c9,-97,
31,64:88:19:d2:f2:63,-96,
32,7d:87:d6:7b:ab:13,-100,
33,04:00:68:72:6b:9b,-93,
34,41:00:2a:31:21:9e,-94,
35,10:94:d6:a1:9a:78,-95,0000fd6f-0000-1000-8000-00805f9b34fb
36,50:68:06:1b:fe:c0,-92,
37,3c:4b:7e:17:14:60,-93,0000fd6f-0000-1000-8000-00805f9b34fb
38,52:a9:2a:1f:9d:bb,-93,
39,7d:4c:ca:88:d9:9c,-94,
40,72:95:3c:eb:44:f6,-95,
41,16:13:1b:7b:fb:47,-94,0000fd6f-0000-1000-8000-00805f9b34fb
42,1c:a5:6c:a8:e9:4f,-98,0000fd6f-0000-1000-8000-00805f9b34fb
43,10:56:11:bd:8f:96,-96,
44,58:ea:fd:41:1e:fc,-92,
45,48:7b:d1:ac:e7:99,-93,
46,22:35:f1:dc:bd:ab,-98,
47,10:23:22:fc:4c:6b,-95,0000fd6f-0000-1000-8000-00805f9b34fb
48,31:ee:3f:db:e6:1d,-93,0000fd6f-0000-1000-8000-00805f9b34fb
