,address,rssi,uuid
0,27:2d:c4:2b:f3:6a,-87,0000fd6f-0000-1000-8000-00805f9b34fb
1,44:75:0d:33:31:52,-95,
2,28:73:7c:77:de:79,-92,0000fd6f-0000-1000-8000-00805f9b34fb
3,7a:c8:b1:d0:99:23,-94,
4,13:a9:e9:ff:1d:ee,-82,
5,26:77:25:69:86:82,-82,
6,6f:7c:06:86:fb:e6,-77,
7,23:09:36:c8:6e:7d,-88,
8,00:a0:50:1d:4a:ce,-69,
9,7a:05:4f:04:f9:63,-84,
10,55:f5:8d:ef:62:de,-77,
11,7b:aa:77:c9:59:15,-68,
12,4c:49:aa:00:1a:dc,-79,
13,46:ce:df:f2:ff:6e,-47,
14,5b:f4:1e:c3:81:a9,-91,0000fd6f-0000-1000-8000-00805f9b34fb
15,43:da:eb:ac:dc:f5,-94,
16,69:39:d1:85:95:36,-57,
17,7c:ed:9a:31:b6:0a,-82,
18,34:87:f7:e2:c3:60,-87,0000fd6f-0000-1000-8000-00805f9b34fb
19,27:aa:65:1b:17:cc,-86,
20,5b:f6:af:f3:26:47,-85,
21,57:0c:db:cc:9a:91,-73,
22,56:bf:04:a0:ae:eb,-82,
23,ef:a9:6f:bd:4d:2e,-97,
24,36:99:de:9c:4c:0f,-84,0000fd6f-0000-1000-8000-00805f9b34fb
25,fa:b7:97:53:1e:ff,-66,
26,52:ee:2f:d3:c1:7b,-91,
27,17:13:a6:67:73:5f,-85,
28,e4:19:74:c5:25:e2,-47,
29,03:bb:5f:62:38:70,-44,
30,5f:22:c0:b2:ce:b2,-94,
31,62:ef:61:f4:3d:70,-57,
32,6a:cf:29:c9:16:95,-92,
33,6e:c0:78:cf:b9:d3,-90,
34,67:ea:5c:c0:0d:46,-90,
35,01:13:07:34:46:36,-95,0000fd6f-0000-1000-8000-00805f9b34fb
36,2e:1e:90:ac:16:69,-86,0000fd6f-0000-1000-8000-00805f9b34fb
37,63:18:0b:fb:26:0d,-89,
38,78:12:a6:5a:ac:2d,-72,
39,37:60:cd:cc:33:55,-85,
40,1c:c2:a4:ad:cc:bd,-84,0000fd6f-0000-1000-8000-00805f9b34fb
41,63:a0:a1:5c:b0:02,-98,
42,58:65:53:c0:e6:e2,-93,
43,62:fa:95:69:a8:5a,-88,
44,73:07:e9:98:bf:10,-86,
45,6a:9d:40:6f:47:ca,-88,
46,22:3c:62:52:0d:5a,-92,0000fd6f-0000-1000-8000-00805f9b34fb
47,45:f5:1c:c6:3b:d8,-90,
48,6d:e0:40:7e:92:06,-91,
49,45:80:95:90:fc:84,-87,
50,4b:30:6a:bf:bc:d1,-80,
51,33:93:53:26:5d:95,-91,0000fd6f-0000-1000-8000-00805f9b34fb
52,4a:49:c8:bb:e1:9d,-87,
53,73:ea:fb:c7:87:b6,-88,
54,5c:6e:86:53:e7:c5,-91,
55,2a:d3:7d:f4:67:60,-82,0000fd6f-0000-1000-8000-00805f9b34fb
56,71:ab:3b:d4:fa:d4,-100,
57,07:51:37:c1:e3:e1,-99,
58,4c:36:fd:48:49:dd,-85,
59,59:64:7f:06:40:7a,-94,
60,67:bb:76:cc:f7:a6,-92,
61,1b:44:fb:d9:eb:fd,-86,0000fd6f-0000-1000-8000-00805f9b34fb
62,1a:8d:55:fa:1b:1b,-88,0000fd6f-0000-1000-8000-00805f9b34fb
63,5e:c8:73:77:44:53,-93,
64,28:11:a5:52:dc:20,-97,
65,fc:7a:37:63:3b:3c,-47,
66,78:cd:49:3d:f9:47,-90,
67,44:de:ae:58:01:67,-94,
68,0c:65:06:39:38:83,-95,0000fd6f-0000-1000-8000-00805f9b34fb
69,6a:9a:ac:96:32:cb,-91,
70,6a:dc:64:f3:28:d5,-90,
71,59:19:ba:25:75:47,-90,
72,50:8f:1b:52:9e:b1,-95,
73,23:44:8c:82:eb:98,-93,
74,36:6a:5c:18:a6:96,-95,0000fd6f-0000-1000-8000-00805f9b34fb
75,53:0e:00:a5:08:cf,-93,
76,5d:d3:bd:0e:0f:68,-90,
77,fb:56:52:72:64:07,-79,
78,74:55:8d:ed:dd:ce,-89,
79,71:06:0a:ec:03:fd,-87,
80,65:a5:6e:82:1a:4f,-96,
81,6c:2c:ea:d1:ca:fb,-95,
82,75:24:bc:63:00:7b,-87,
83,69:5b:8f:30:2b:82,-94,
84,7e:de:58:b1:8d:99,-97,
