,address,rssi,uuid
0,77:4c:9d:38:d0:32,-80,
1,7f:46:a4:2f:f2:7c,-83,0000fd6f-0000-1000-8000-00805f9b34fb
2,78:b7:87:74:9c:84,-91,
3,3a:80:ba:22:7e:d6,-85,
4,2b:a6:f5:28:7f:3e,-89,
5,00:a0:50:52:f3:a8,-73,
6,30:64:f6:68:de:c4,-97,
7,4b:c0:41:f3:a9:3f,-50,
8,61:4c:24:11:e0:9a,-92,
9,33:5c:54:67:47:fb,-91,
10,76:2c:bb:34:f5:49,-92,
11,67:a0:f7:e6:33:2f,-91,
12,ff:41:b3:b7:f6:35,-92,
13,06:84:cb:d4:1f:85,-81,
14,63:e6:06:ff:c1:19,-80,
15,2d:0a:b0:4c:3c:86,-84,
16,79:2d:78:98:1c:18,-93,
17,0a:91:70:f8:60:ea,-72,0000fd6f-0000-1000-8000-00805f9b34fb
18,37:c5:f2:66:77:a8,-91,0000fd6f-0000-1000-8000-00805f9b34fb
19,19:cb:fa:f6:80:34,-95,
20,73:e5:ee:1c:ce:97,-86,
21,50:2e:b6:32:bb:fb,-87,
22,0f:68:24:59:9e:1b,-84,
23,6e:2d:b5:16:de:1b,-93,
24,15:b1:17:9e:04:11,-96,
25,47:3d:e9:c6:8c:aa,-87,
26,05:d5:80:ff:53:5b,-92,0000fd6f-0000-1000-8000-00805f9b34fb
27,4a:c3:54:8e:92:aa,-88,
28,5e:d0:6b:7a:af:59,-89,
29,06:8a:21:ac:72:fd,-94,
30,43:0a:86:62:4e:55,-87,
31,5f:81:6b:1b:62:f4,-99,
32,d8:9c:67:3a:b4:fc,-95,
33,31:d5:20:5b:e0:25,-96,
34,e8:35:ae:0a:de:ab,-93,
35,51:8e:6b:55:2d:53,-92,
36,4c:8e:dd:f0:b9:14,-90,
37,33:c2:cc:a8:a3:55,-94,
38,7b:6d:4b:f6:69:f6,-99,
39,4f:e1:61:26:76:f3,-89,
40,5f:88:38:89:63:e2,-91,
41,4d:66:07:fc:1b:a2,-90,
42,09:2c:16:ba:f4:a6,-90,
43,2a:46:78:8a:b2:23,-91,0000fd6f-0000-1000-8000-00805f9b34fb
44,46:b9:f7:31:73:3d,-98,
45,43:ef:4e:b9:82:2b,-98,
46,3f:b3:52:3f:71:5f,-99,
47,06:d8:03:5b:99:a9,-95,
48,0c:66:30:03:b1:5a,-98,0000fd6f-0000-1000-8000-00805f9b34fb
49,5b:0f:e8:ea:3e:02,-94,
50,13:67:8d:df:88:0e,-92,0000fd6f-0000-1000-8000-00805f9b34fb
51,32:5f:c1:8a:75:d4,-91,
