,address,rssi,uuid
0,00:a0:50:52:f3:a8,-68,
1,0e:40:f8:7d:fd:d6,-96,
2,53:a3:12:c4:4b:98,-80,
3,28:11:a5:cb:f2:58,-89,
4,6c:82:14:49:d8:66,-88,
5,6d:a7:86:0f:cd:4c,-91,
6,2d:58:aa:ef:b2:26,-88,0000fd6f-0000-1000-8000-00805f9b34fb
7,69:40:70:30:fc:ca,-85,
8,4d:d5:05:4f:dc:f4,-89,
9,59:c7:64:a0:a2:8f,-96,
10,5d:07:a0:2f:4f:5c,-99,
11,72:41:c9:a2:8e:20,-100,
12,58:7b:bc:15:bf:1b,-84,
13,4f:69:8d:03:2b:4d,-97,
14,42:06:84:00:ff:28,-96,
15,28:11:a5:cb:cf:bd,-93,
16,7a:4e:22:be:3c:20,-88,
17,13:c6:14:81:df:85,-97,
18,60:b0:a6:14:eb:59,-89,
