,address,rssi,uuid
0,7d:2f:8c:8b:a7:c6,-96,
1,00:a0:50:52:f3:a8,-72,
2,5a:1f:53:f1:e5:c4,-92,
3,07:de:e0:e0:2c:3c,-89,0000fd6f-0000-1000-8000-00805f9b34fb
4,28:11:a5:cb:f2:58,-79,
5,65:88:0c:a4:5a:2c,-89,
6,2f:b1:4e:4c:49:82,-80,0000fd6f-0000-1000-8000-00805f9b34fb
7,06:21:8b:55:2b:62,-82,0000fd6f-0000-1000-8000-00805f9b34fb
8,6d:5d:35:71:e5:de,-90,
9,18:23:2e:bc:fe:7b,-95,
10,5f:00:9f:00:28:bb,-89,
11,28:11:a5:cb:cf:bd,-92,
12,00:44:02:38:32:ed,-93,
13,f3:85:80:87:df:89,-92,
14,33:79:ae:7d:36:ce,-92,
15,03:5b:ed:02:44:1f,-92,
16,5a:ce:83:63:61:91,-93,
17,79:6a:8c:97:84:38,-93,
18,3a:7f:e2:02:f8:92,-93,
19,7a:ad:e9:7d:cd:41,-95,
20,75:b5:08:56:56:74,-87,
21,11:f7:03:74:8f:e7,-92,0000fd6f-0000-1000-8000-00805f9b34fb
22,64:a5:62:2b:d4:36,-91,
23,61:f0:e3:a7:51:3d,-91,
24,7e:57:42:a1:89:8d,-92,
25,7c:df:be:e8:a2:74,-97,
26,7a:93:c5:75:55:fd,-90,
27,14:88:50:61:75:81,-93,0000fd6f-0000-1000-8000-00805f9b34fb
28,05:f4:63:c9:35:40,-93,
29,05:c6:01:97:25:55,-91,0000fd6f-0000-1000-8000-00805f9b34fb
