20201221175556,34.693036666666664,135.72539
,adress,rssi,uuid
0,00:a0:50:c4:2a:98,-75,null
1,c0:14:41:21:5b:a4,-46,null
2,67:b3:92:3e:c7:bd,-34,null
3,2d:4e:b1:43:a5:4b,-34,0000fd6f-0000-1000-8000-00805f9b34fb
4,04:52:c7:9e:13:86,-93,null
5,79:03:f3:b4:e2:4e,-95,null
