20201221101807,34.695011666666666,135.80645833333332
,adress,rssi,uuid
0,00:a0:50:53:1a:a7,-69,null
1,6a:7e:6c:ca:a5:e5,-47,null
2,73:11:3b:13:53:15,-83,null
3,21:ce:68:03:e3:32,-45,0000fd6f-0000-1000-8000-00805f9b34fb
4,49:cf:db:1d:c5:ef,-90,null
5,49:86:c1:5d:8f:eb,-93,null
6,e8:9e:b4:1e:cd:52,-95,null
