20201221073910,34.71794833333333,135.76996333333332
,adress,rssi,uuid
0,00:a0:50:52:f3:95,-67,null
1,ec:b8:fe:0f:b9:bb,-42,null
2,41:a5:67:f5:65:1a,-38,null
3,5d:ef:17:26:ce:2a,-50,null
4,10:b6:e2:01:63:9a,-50,0000fd6f-0000-1000-8000-00805f9b34fb
5,2f:b7:f1:43:35:12,-95,0000fd6f-0000-1000-8000-00805f9b34fb
6,7d:68:92:cf:85:12,-98,null
7,77:84:fc:6f:9f:f9,-91,0000fd6f-0000-1000-8000-00805f9b34fb
