20201221123034,34.643485,135.774345
,adress,rssi,uuid
0,00:a0:50:11:41:59,-77,null
1,3c:df:9a:14:28:30,-34,0000fd6f-0000-1000-8000-00805f9b34fb
2,74:e4:bb:0f:8f:66,-23,null
3,34:9f:7b:6c:35:cd,-85,null
4,5a:87:95:93:1e:40,-78,null
5,73:f5:f0:52:ca:cf,-91,null
6,60:f9:89:e0:de:c6,-88,null
7,57:c8:e7:91:86:41,-94,null
