20201221024650,34.72881,135.72773666666666
,adress,rssi,uuid
0,59:8e:a0:49:f8:c2,-45,null
1,f0:79:60:1d:40:f3,-43,null
2,42:98:b3:09:17:2a,-33,null
3,09:68:82:b7:0d:b1,-41,0000fd6f-0000-1000-8000-00805f9b34fb
4,0c:c7:c2:7c:d8:45,-94,0000fd6f-0000-1000-8000-00805f9b34fb
