20201221073824,34.71794833333333,135.76999
,adress,rssi,uuid
0,00:a0:50:52:f3:95,-71,null
1,77:84:fc:6f:9f:f9,-91,0000fd6f-0000-1000-8000-00805f9b34fb
2,5d:ef:17:26:ce:2a,-43,null
3,10:b6:e2:01:63:9a,-40,0000fd6f-0000-1000-8000-00805f9b34fb
