20201221123631,34.63485166666667,135.76636833333333
,adress,rssi,uuid
0,00:a0:50:11:41:59,-77,null
1,74:e4:bb:0f:8f:66,-26,null
2,3c:df:9a:14:28:30,-34,0000fd6f-0000-1000-8000-00805f9b34fb
3,7f:6c:49:f0:f6:96,-93,null
