20201221072733,34.705958333333335,135.7766
,adress,rssi,uuid
0,00:a0:50:52:f3:95,-75,null
1,41:a5:67:f5:65:1a,-47,null
2,2b:f1:64:3b:b6:e0,-47,0000fd6f-0000-1000-8000-00805f9b34fb
3,09:bc:4b:b0:bf:f7,-40,0000fd6f-0000-1000-8000-00805f9b34fb
4,70:61:05:70:fb:e7,-45,null
5,6d:3a:92:92:f6:3c,-92,null
6,46:4a:c4:59:7b:4d,-85,null
7,4d:d7:1a:9b:3a:92,-94,null
