20201221101838,34.69680666666667,135.806345
,adress,rssi,uuid
0,00:a0:50:53:1a:a7,-75,null
1,21:ce:68:03:e3:32,-47,0000fd6f-0000-1000-8000-00805f9b34fb
2,6a:7e:6c:ca:a5:e5,-43,null
