20201221162055,34.607411666666664,135.71816833333332
,adress,rssi,uuid
0,00:a0:50:e8:28:a8,-80,null
1,7d:42:85:a5:f9:07,-50,null
2,14:c6:53:3f:dd:e2,-51,0000fd6f-0000-1000-8000-00805f9b34fb
3,55:9f:4b:aa:47:e2,-65,null
4,b0:c0:90:d7:81:f7,-91,null
5,3c:a4:64:7a:31:dd,-93,0000fd6f-0000-1000-8000-00805f9b34fb
6,7b:fb:57:a3:ba:2a,-85,null
