20201221025042,34.72488,135.72067833333332
,adress,rssi,uuid
0,74:34:a2:de:82:d1,-44,null
1,59:8e:a0:49:f8:c2,-47,null
2,f0:79:60:1d:40:f3,-47,null
3,15:fc:eb:cc:d3:6b,-44,0000fd6f-0000-1000-8000-00805f9b34fb
4,27:78:ca:97:0f:f6,-90,null
5,50:32:37:8d:12:eb,-91,null
