20201221120905,34.66502833333333,135.78673
,adress,rssi,uuid
0,00:a0:50:11:41:59,-77,null
1,2c:5f:69:b9:e0:da,-34,0000fd6f-0000-1000-8000-00805f9b34fb
2,45:25:01:ee:80:67,-22,null
