20201221123411,34.63211666666667,135.76681833333333
,adress,rssi,uuid
0,00:a0:50:11:41:59,-86,null
1,02:a8:c6:87:95:21,-90,0000fd6f-0000-1000-8000-00805f9b34fb
2,3c:df:9a:14:28:30,-35,0000fd6f-0000-1000-8000-00805f9b34fb
3,74:e4:bb:0f:8f:66,-31,null
