20201221024603,34.731456666666666,135.73159833333332
,adress,rssi,uuid
0,59:8e:a0:49:f8:c2,-52,null
1,f0:79:60:1d:40:f3,-44,null
2,42:98:b3:09:17:2a,-40,null
3,09:68:82:b7:0d:b1,-38,0000fd6f-0000-1000-8000-00805f9b34fb
