20201221081341,34.716765,135.769755
,adress,rssi,uuid
0,00:a0:50:1d:71:20,-68,null
1,09:54:c0:a3:73:5d,-34,0000fd6f-0000-1000-8000-00805f9b34fb
2,74:fc:c3:85:47:35,-90,null
3,24:3a:c6:12:76:30,-89,0000fd6f-0000-1000-8000-00805f9b34fb
4,75:50:fe:ae:7d:f3,-89,null
5,34:c0:59:43:69:eb,-88,null
6,4c:32:3a:a8:3e:85,-30,null
7,66:8b:f6:ed:79:55,-91,null
