20201221024807,34.72396833333333,135.724685
,adress,rssi,uuid
0,71:73:cc:f1:0d:d0,-98,null
1,f0:79:60:1d:40:f3,-60,null
2,59:8e:a0:49:f8:c2,-61,null
3,42:98:b3:09:17:2a,-46,null
4,09:68:82:b7:0d:b1,-61,0000fd6f-0000-1000-8000-00805f9b34fb
5,4c:52:9d:46:67:f5,-94,null
6,7c:f2:19:8e:e0:2a,-99,null
