20201221024446,34.73282666666667,135.73346333333333
,adress,rssi,uuid
0,f0:79:60:1d:40:f3,-47,null
1,59:8e:a0:49:f8:c2,-49,null
2,42:98:b3:09:17:2a,-44,null
3,09:68:82:b7:0d:b1,-45,0000fd6f-0000-1000-8000-00805f9b34fb
