20201221124401,34.624505,135.74826333333334
,adress,rssi,uuid
0,00:a0:50:11:41:59,-69,null
1,0d:89:44:7d:68:70,-26,0000fd6f-0000-1000-8000-00805f9b34fb
2,4e:7c:da:18:68:8a,-19,null
3,40:f8:72:8c:3c:73,-77,null
4,60:f1:89:38:d8:bf,-91,null
5,52:f1:a5:16:9f:16,-82,null
