20201221150729,34.567006666666664,135.71553
,adress,rssi,uuid
0,00:a0:50:2d:33:88,-73,null
1,1a:a6:ed:b2:56:db,-41,0000fd6f-0000-1000-8000-00805f9b34fb
2,68:52:1b:fd:45:d9,-41,null
3,49:8f:4b:d2:41:e6,-102,null
4,7f:4a:00:f5:33:67,-96,null
5,e9:ea:5c:e4:23:3a,-82,null
6,63:9f:52:e4:ed:40,-93,null
