20201221120951,34.66609833333333,135.78452833333333
,adress,rssi,uuid
0,45:25:01:ee:80:67,-21,null
1,00:a0:50:11:41:59,-85,null
2,2c:5f:69:b9:e0:da,-34,0000fd6f-0000-1000-8000-00805f9b34fb
