20201221024925,34.724898333333336,135.720705
,adress,rssi,uuid
0,27:78:ca:97:0f:f6,-91,null
1,50:32:37:8d:12:eb,-94,null
2,15:fc:eb:cc:d3:6b,-38,0000fd6f-0000-1000-8000-00805f9b34fb
3,74:34:a2:de:82:d1,-45,null
4,59:8e:a0:49:f8:c2,-66,null
5,f0:79:60:1d:40:f3,-56,null
