20210701112722,34.683166666666665,135.84233833333334
,adress,rssi,uuid
0,00:a0:50:53:77:0c,-69,null
1,0c:4e:0e:ce:46:94,-91,0000fd6f-0000-1000-8000-00805f9b34fb
2,70:f9:b6:5c:fe:ff,-40,null
