20210701094558,34.68512166666667,135.839385
,adress,rssi,uuid
0,73:50:46:44:33:7f,-87,null
1,00:a0:50:53:77:0c,-67,null
2,1c:02:28:e2:15:f2,-92,null
3,77:2a:31:41:07:7e,-93,null
4,73:e0:bc:54:37:2b,-97,null
5,4f:34:f6:75:45:39,-92,null
6,63:1c:68:5a:16:59,-95,0000fd6f-0000-1000-8000-00805f9b34fb
