20210701095108,34.681821666666664,135.84616833333334
,adress,rssi,uuid
0,28:ed:e0:d2:49:fa,-83,null
1,00:a0:50:53:77:0c,-62,null
2,d8:9e:61:14:80:6b,-89,null
3,6b:d7:a8:6c:ea:bf,-94,null
4,7c:9f:05:a9:af:5d,-89,null
