20210701115029,34.682561666666665,135.78510166666666
,adress,rssi,uuid
0,00:a0:50:53:77:0c,-72,null
1,49:12:f4:31:6a:92,-54,null
2,25:6a:7e:c1:ae:4d,-94,0000fd6f-0000-1000-8000-00805f9b34fb
