20210701120325,34.69320166666667,135.78245333333334
,adress,rssi,uuid
0,5b:bc:cc:bf:cf:9a,-79,null
1,00:a0:50:53:77:0c,-60,null
2,18:44:8c:e4:43:74,-81,null
3,28:11:a5:52:e0:dd,-88,null
4,4a:a6:ac:cf:39:7c,-48,null
5,7a:f0:60:36:1e:a1,-82,null
6,19:86:78:88:5a:a6,-90,null
7,16:41:b3:8f:06:91,-52,null
8,77:27:6f:ce:95:33,-88,null
9,43:25:cb:4a:22:58,-95,null
10,20:82:20:0f:0c:de,-80,0000fd6f-0000-1000-8000-00805f9b34fb
11,51:02:1d:86:8b:2f,-95,null
12,69:72:61:22:cc:0d,-87,null
13,16:be:1d:3a:1b:bd,-94,0000fd6f-0000-1000-8000-00805f9b34fb
14,4c:87:5d:22:08:98,-93,null
15,50:f8:61:bb:c1:5c,-91,null
16,07:3a:b8:a0:6c:2d,-96,0000fd6f-0000-1000-8000-00805f9b34fb
17,57:28:be:ba:c7:8a,-90,null
18,6e:01:5e:da:2c:82,-99,null
19,58:77:b5:ac:b5:4f,-84,null
20,6d:f2:31:33:7b:0e,-92,null
21,6d:0c:ab:98:2a:a7,-97,null
22,12:c7:33:a1:ea:69,-89,0000fd6f-0000-1000-8000-00805f9b34fb
23,56:c9:4e:06:9c:90,-94,null
24,5b:d9:02:63:52:cc,-96,null
25,49:40:c5:8e:41:97,-93,null
26,55:11:65:bc:21:85,-93,null
27,6e:e5:eb:bc:67:d1,-98,null
28,7b:f1:00:2a:a5:00,-93,null
29,52:3a:4b:0c:22:3a,-93,null
30,5d:fb:63:75:e4:d2,-96,null
31,5b:a4:b4:94:82:4f,-92,null
32,28:11:a5:cb:cf:bd,-87,null
33,48:c8:2e:c5:4f:57,-96,null
34,46:7c:e6:04:a6:d1,-95,null
35,70:81:88:c1:ba:2b,-94,null
36,00:a0:50:c4:a6:13,-89,null
37,58:1e:cd:39:ab:c7,-90,null
