20210701171101,34.68386666666667,135.837895
,adress,rssi,uuid
0,00:a0:50:53:77:0c,-68,null
1,5d:e3:e8:39:01:8a,-74,null
2,72:90:70:86:45:8b,-64,null
3,60:ba:f5:0e:c6:73,-86,null
4,66:67:2c:e8:2d:95,-92,null
5,72:cc:81:36:f3:77,-85,null
6,72:aa:85:69:e5:f4,-85,null
7,12:97:57:47:0e:5c,-87,0000fd6f-0000-1000-8000-00805f9b34fb
8,67:e4:88:28:4f:7b,-90,null
9,0b:51:e7:32:e6:42,-98,0000fd6f-0000-1000-8000-00805f9b34fb
10,74:df:f5:c8:cb:ed,-93,null
11,3f:5f:ac:53:94:4c,-92,0000fd6f-0000-1000-8000-00805f9b34fb
12,43:fe:96:ba:3f:22,-90,null
13,78:81:ee:9a:44:a0,-91,null
14,49:d2:49:0f:86:66,-87,null
15,71:6b:0d:ee:8f:ce,-93,null
16,2d:11:7d:ae:35:d5,-93,0000fd6f-0000-1000-8000-00805f9b34fb
17,4d:e6:a9:9c:14:cc,-98,null
18,7b:ea:f8:1d:bf:7a,-86,null
19,47:8e:09:86:44:08,-90,null
20,6f:1a:c8:59:ee:d3,-98,null
21,7e:14:34:3f:86:7c,-91,null
22,e4:83:0a:f3:10:88,-93,null
23,53:a9:ad:65:11:a0,-91,null
24,66:02:6b:59:0c:ac,-97,null
25,61:ed:e2:31:13:71,-92,null
26,65:59:67:6e:01:ba,-97,null
27,41:a4:9d:6b:a9:63,-96,null
28,73:64:5a:d6:15:59,-102,null
29,06:d3:71:35:ab:5c,-96,null
30,7c:21:04:c3:41:27,-92,null
