20210701094410,34.68512166666667,135.839385
,adress,rssi,uuid
0,00:a0:50:53:77:0c,-66,null
1,65:25:69:0b:1e:69,-97,0000fd6f-0000-1000-8000-00805f9b34fb
2,1c:02:28:e2:15:f2,-94,null
3,55:49:09:27:59:d1,-94,null
4,73:e0:bc:54:37:2b,-92,null
5,65:b5:2f:71:7c:d4,-95,null
