,address,rssi,uuid
0,00:a0:50:11:42:22,-93,
1,00:a0:50:52:e3:df,-66,
2,00:a0:50:52:e2:5d,-89,
3,00:a0:50:52:e1:96,-95,
4,49:c6:36:ce:f1:a9,-86,
5,70:d9:33:ca:9b:a3,-77,
6,7c:aa:e9:52:e6:ba,-92,
7,5f:61:7b:20:77:31,-59,
8,58:2a:40:6b:a4:dd,-88,
9,7f:00:c9:03:50:e3,-86,
10,72:58:f2:0d:b2:a9,-53,
11,54:3c:ea:d5:70:2a,-62,
12,00:bc:f4:8c:f0:34,-83,0000fd6f-0000-1000-8000-00805f9b34fb
13,4c:3b:d7:be:9a:76,-95,
14,73:70:19:ee:aa:e1,-83,
15,6f:cd:a8:11:1c:65,-96,
16,38:c9:b5:e1:1e:c2,-94,0000fd6f-0000-1000-8000-00805f9b34fb
17,71:b0:b5:d4:90:8c,-93,
18,73:64:af:52:85:cb,-58,
19,4b:7f:98:f6:f7:ec,-94,
20,48:33:02:33:b6:37,-91,
21,5b:3e:b1:33:46:4d,-96,
22,76:6b:4c:a3:1b:49,-93,
23,2e:ac:45:13:6d:b8,-98,0000fd6f-0000-1000-8000-00805f9b34fb
24,3a:be:fc:52:a9:96,-95,0000fd6f-0000-1000-8000-00805f9b34fb
25,71:cb:5f:ab:e6:8f,-92,
26,6c:90:fe:52:27:10,-96,
27,7b:4f:cc:e3:ad:1b,-98,
28,75:d4:f0:23:42:e3,-98,
29,44:3c:cc:f9:fa:80,-99,
30,4a:38:c3:6b:c1:ae,-97,
31,6f:1d:04:00:09:44,-95,
32,44:5d:4c:ba:2f:37,-96,
33,18:ee:98:8c:33:33,-93,
