,address,rssi,uuid
0,00:a0:50:52:e3:df,-68,
1,5d:2b:77:19:95:7f,-84,
2,65:2d:d5:f3:ec:4f,-92,
3,6a:87:d3:73:52:88,-95,
4,1d:59:61:f9:8e:a0,-86,
5,77:ee:7c:8f:8e:c4,-81,
6,57:6f:0c:6d:7d:5e,-63,
7,4e:77:d8:c9:b5:7c,-82,
8,5d:82:ec:b2:2d:e9,-79,
9,54:e7:1b:fe:3b:d1,-78,
10,44:f2:e0:d3:52:46,-83,
11,5b:d9:96:c1:4b:e9,-95,
12,01:ba:85:34:6b:3a,-79,0000fd6f-0000-1000-8000-00805f9b34fb
13,53:43:15:eb:54:33,-52,
14,2e:09:a9:90:6d:9b,-90,0000fd6f-0000-1000-8000-00805f9b34fb
15,08:e4:4d:1c:f0:7f,-80,0000fd6f-0000-1000-8000-00805f9b34fb
16,7a:b7:ac:2e:6d:eb,-86,
17,42:0a:20:87:30:1f,-94,
18,6b:37:08:66:e7:c7,-82,
19,66:7a:7b:f3:56:d7,-73,
20,6b:70:d6:ce:9c:c0,-89,
21,65:86:ea:8f:e0:41,-90,
22,0a:5b:e4:75:d3:7f,-94,0000fd6f-0000-1000-8000-00805f9b34fb
23,44:76:e7:86:b7:93,-94,
24,6d:34:e6:e2:d4:0d,-99,
25,04:6a:61:39:4b:e8,-80,0000fd6f-0000-1000-8000-00805f9b34fb
26,7d:5b:2b:04:db:71,-75,
27,57:da:dc:9f:4e:e8,-73,
28,70:90:94:43:ca:9c,-96,
29,2b:ef:d0:9a:59:27,-96,
30,6d:91:80:3a:20:93,-98,
31,06:a2:9a:fe:59:dc,-98,0000fd6f-0000-1000-8000-00805f9b34fb
32,3a:d2:51:54:59:a5,-98,
33,7a:28:31:5f:3e:63,-91,
34,36:f0:6c:fc:d9:d0,-86,0000fd6f-0000-1000-8000-00805f9b34fb
35,4b:d6:91:6e:d9:54,-97,
36,07:08:6e:de:90:4d,-97,0000fd6f-0000-1000-8000-00805f9b34fb
37,6d:5a:15:f8:0b:69,-103,
38,3f:90:c7:7a:66:55,-96,
39,52:64:53:23:4b:94,-90,
40,50:9f:95:61:96:c6,-99,
41,7f:db:e9:95:6e:62,-95,
42,03:c1:7d:66:bd:79,-98,
43,59:8c:46:13:18:8f,-94,
44,7b:8a:d8:35:a7:f9,-95,
