,address,rssi,uuid
0,71:bb:ea:1e:f8:29,-81,
1,24:8c:f0:04:d4:00,-80,0000fd6f-0000-1000-8000-00805f9b34fb
2,4b:55:6c:e3:81:8d,-97,
3,00:a0:50:52:e3:df,-73,
4,31:39:ad:4c:9d:d6,-91,0000fd6f-0000-1000-8000-00805f9b34fb
5,0b:11:4a:39:df:a1,-83,
6,7c:9e:45:35:13:e9,-96,
7,5e:8f:0e:09:76:40,-95,
8,66:1a:80:75:79:02,-90,
9,59:2b:5d:fa:eb:b4,-82,
10,72:39:5f:fd:d1:cc,-90,
11,02:80:84:81:6a:1c,-93,0000fd6f-0000-1000-8000-00805f9b34fb
12,69:d5:6c:4a:b5:f5,-84,
13,77:29:7f:9f:35:94,-93,
14,43:26:b0:a8:1e:5b,-95,
15,4e:74:13:ac:e9:12,-89,
16,02:f0:a3:01:97:a1,-75,0000fd6f-0000-1000-8000-00805f9b34fb
17,3f:70:1e:53:92:7d,-85,0000fd6f-0000-1000-8000-00805f9b34fb
18,1f:eb:9b:96:37:33,-89,0000fd6f-0000-1000-8000-00805f9b34fb
19,4d:14:a0:b3:ef:ca,-93,
20,5b:36:4b:9e:3c:bc,-90,
21,00:64:b0:37:a5:d0,-94,0000fd6f-0000-1000-8000-00805f9b34fb
22,2c:d6:89:ae:e9:d5,-83,0000fd6f-0000-1000-8000-00805f9b34fb
23,4b:2e:2a:da:64:90,-89,
24,76:25:20:3b:cc:fe,-88,
25,c0:28:8d:af:db:79,-99,
26,5d:e4:d1:27:ad:2f,-92,
27,3a:21:72:fb:42:bb,-86,0000fd6f-0000-1000-8000-00805f9b34fb
28,2a:6f:bd:a8:d0:e4,-89,0000fd6f-0000-1000-8000-00805f9b34fb
29,47:b8:c4:9a:d6:49,-95,0000fd6f-0000-1000-8000-00805f9b34fb
30,65:08:93:34:cd:c1,-91,
31,40:7b:b9:ef:22:9c,-99,
32,5c:3c:14:ba:8a:9c,-95,
33,30:79:10:63:f8:72,-90,0000fd6f-0000-1000-8000-00805f9b34fb
34,5a:0b:e9:40:e2:51,-89,
35,56:76:bc:f8:3b:da,-95,
36,2b:c7:bc:88:52:ec,-99,0000fd6f-0000-1000-8000-00805f9b34fb
37,4c:86:a6:3d:61:69,-88,
38,51:f8:db:66:bd:fb,-100,
39,75:0a:f9:2b:06:7b,-92,
40,62:b7:d0:3b:cf:99,-82,
41,03:02:f3:39:79:4b,-82,0000fd6f-0000-1000-8000-00805f9b34fb
42,4c:96:ff:cc:18:46,-96,
43,6a:92:13:36:35:30,-93,
44,67:80:a3:b9:f2:7a,-93,
45,76:31:1a:51:b4:d0,-92,
46,3d:df:3f:af:28:33,-83,0000fd6f-0000-1000-8000-00805f9b34fb
47,72:df:67:32:e7:ca,-93,
48,06:14:5b:05:5c:8a,-90,
49,21:d3:54:17:1e:59,-95,0000fd6f-0000-1000-8000-00805f9b34fb
50,6c:06:56:b9:e1:d8,-100,
51,33:43:0e:f4:58:c0,-89,0000fd6f-0000-1000-8000-00805f9b34fb
52,43:3c:d6:00:39:72,-95,
53,10:ab:5b:cc:e0:5d,-88,0000fd6f-0000-1000-8000-00805f9b34fb
54,d4:36:39:ba:c1:ad,-103,
55,d4:36:39:ba:c1:d3,-98,
56,79:e1:34:41:df:c6,-94,
57,4b:a1:82:c8:60:b8,-92,
58,73:f7:43:d7:89:01,-95,
59,49:b3:e5:7f:5f:00,-94,
60,4c:d4:83:db:9d:c4,-87,
