,address,rssi,uuid
0,74:c7:b4:fe:48:eb,-84,
1,00:a0:50:52:e3:df,-66,
2,5c:ea:1d:0c:87:f2,-88,
3,53:d1:a6:1c:d5:3e,-80,0000fd6f-0000-1000-8000-00805f9b34fb
4,00:c3:f4:82:db:ea,-88,
5,62:a4:e2:87:3c:ed,-91,
6,78:e7:c6:f5:61:82,-89,
7,62:35:b5:52:15:c2,-83,
8,00:c3:f4:70:92:a1,-96,
9,5e:f1:0f:81:92:f9,-95,
10,01:0c:64:75:77:ee,-91,0000fd6f-0000-1000-8000-00805f9b34fb
11,69:b2:14:c5:72:c1,-91,
12,17:41:4b:b3:e8:f8,-86,0000fd6f-0000-1000-8000-00805f9b34fb
13,d4:9d:c0:7d:09:69,-89,
14,d4:9d:c0:7d:0a:b9,-94,
15,60:ad:0b:1a:d5:26,-94,
16,66:93:57:e6:9e:9e,-86,
17,48:5f:99:16:3e:8c,-90,
18,72:b6:77:24:e1:5f,-90,
19,5b:e6:18:3f:d0:a0,-91,
20,60:f5:a0:e8:42:e9,-94,
21,47:36:68:9c:e3:7c,-98,
22,5c:e6:62:83:32:15,-95,
23,76:f5:86:41:8c:49,-93,
24,6e:80:60:df:10:c9,-92,
25,1f:34:d2:f9:42:eb,-100,
26,43:b6:51:ef:11:ed,-93,
27,09:a9:7c:db:a0:53,-91,
28,24:da:33:f4:a7:0c,-93,
29,64:e0:03:79:4d:d7,-96,
30,19:d5:37:2d:65:33,-92,0000fd6f-0000-1000-8000-00805f9b34fb
31,45:ac:33:d1:72:c1,-94,
32,61:33:a1:86:b3:0e,-95,
33,4f:ea:93:22:63:3c,-96,
34,77:f8:c4:1e:c6:3e,-92,
35,35:dc:c7:83:b2:76,-72,0000fd6f-0000-1000-8000-00805f9b34fb
36,d4:9d:c0:7d:08:71,-95,
37,4c:db:1c:c8:0e:9e,-96,
38,12:e9:68:38:fb:25,-94,
39,7a:ff:3b:57:61:88,-94,
40,51:93:ae:5f:9f:e4,-93,
41,76:ec:82:fa:fc:53,-98,
