20201221191535,34.67653,135.762645
,adress,rssi,uuid
0,00:a0:50:53:46:a9,-67,null
1,2a:5b:c5:a0:24:83,-51,0000fd6f-0000-1000-8000-00805f9b34fb
2,66:d8:10:82:b6:68,-40,null
3,55:5f:e0:f3:de:f8,-70,null
