20201221191723,34.67677833333333,135.75905833333334
,adress,rssi,uuid
0,00:a0:50:53:46:a9,-75,null
1,6c:7d:a4:f9:d3:54,-49,null
2,36:14:cc:23:ff:2d,-60,0000fd6f-0000-1000-8000-00805f9b34fb
3,74:d7:ca:e4:59:7c,-92,null
4,4e:0d:d7:9d:a6:f7,-56,null
5,34:4c:63:49:39:68,-45,0000fd6f-0000-1000-8000-00805f9b34fb
6,57:12:5b:9b:03:78,-97,null
7,1a:af:13:0f:d0:21,-99,0000fd6f-0000-1000-8000-00805f9b34fb
