,address,rssi,uuid
0,0b:79:2c:7a:50:fc,-95,
1,00:a0:50:53:77:0c,-64,
2,30:39:b9:0a:49:cf,-95,
3,2f:f2:da:8b:9e:f5,-89,
4,5c:91:d3:63:65:3c,-93,
5,4a:d6:d6:1d:ce:09,-95,
6,68:a6:70:77:82:f6,-87,
7,0b:78:5a:f9:38:df,-97,
8,5d:66:0f:d1:df:ad,-97,
9,5a:c1:8a:a0:df:2a,-75,
10,1c:16:ba:2e:e1:3b,-90,
11,4e:a0:61:ab:b8:27,-98,
12,32:42:d3:79:14:e0,-94,0000fd6f-0000-1000-8000-00805f9b34fb
13,6d:4a:e3:d0:e8:95,-49,
14,4d:dc:45:1f:e7:82,-94,
15,01:fc:e1:38:03:a0,-94,
16,7c:78:c0:6f:72:73,-90,
17,21:6b:79:8a:4a:73,-90,0000fd6f-0000-1000-8000-00805f9b34fb
18,2a:48:21:a5:03:e6,-97,
19,04:1b:ba:e2:3c:34,-86,0000fd6f-0000-1000-8000-00805f9b34fb
20,73:33:58:fd:e0:82,-89,
21,49:a4:74:af:a1:2b,-74,
22,7e:dc:f7:c8:ce:f7,-98,
23,58:2c:0b:c5:ce:21,-93,
24,45:93:16:42:b9:03,-82,
25,72:c3:82:b8:b1:0d,-94,
26,f0:4a:68:fc:41:80,-85,
27,24:ba:6a:c5:d4:14,-99,
28,03:d7:c2:d4:a1:7d,-91,0000fd6f-0000-1000-8000-00805f9b34fb
29,4e:63:36:52:8e:f8,-92,
30,7a:eb:54:8d:0c:10,-94,
31,27:17:b9:0e:73:2f,-96,
32,78:a9:07:8e:ea:a8,-92,
33,49:d8:a4:dc:2a:c1,-92,0000fd6f-0000-1000-8000-00805f9b34fb
34,66:ba:8a:10:60:b4,-92,
35,51:a7:ac:98:e5:26,-91,
36,2c:1e:20:17:35:20,-96,0000fd6f-0000-1000-8000-00805f9b34fb
37,ca:fe:39:eb:48:50,-98,
38,19:e8:61:fa:4a:99,-94,
39,7a:42:8b:79:1f:b9,-92,
40,1c:9d:ad:b4:2b:5f,-97,
41,00:ae:fa:c1:1c:db,-99,
