,address,rssi,uuid
0,00:a0:50:53:77:0c,-65,
1,13:e9:f2:f6:d8:91,-93,0000fd6f-0000-1000-8000-00805f9b34fb
2,d4:9d:c0:7d:1f:5f,-83,
3,d4:9d:c0:7d:31:a3,-94,
4,1c:52:16:ce:4a:b7,-96,
5,d4:9d:c0:7d:08:71,-75,
6,56:05:11:73:81:d3,-55,
7,d4:9d:c0:7d:11:91,-81,
8,48:92:3f:25:77:85,-91,
9,25:90:57:dd:b2:b1,-82,
10,10:65:dc:b9:96:75,-89,
11,6d:a7:e2:ba:b6:65,-95,
12,4a:b2:72:7b:f1:e0,-92,0000fd6f-0000-1000-8000-00805f9b34fb
13,42:de:f0:cc:86:4a,-90,
14,00:c3:f4:70:96:a3,-85,
15,7c:15:bc:97:57:25,-93,
16,50:cb:26:a2:6e:15,-84,
17,2c:92:0f:1c:bc:73,-83,
18,5c:a4:d0:79:cf:6a,-92,
19,00:c3:f4:82:db:be,-87,
20,d4:9d:c0:7c:ff:05,-95,
21,4c:0c:0c:76:d1:68,-79,
22,72:fa:37:37:de:2b,-87,
23,d4:9d:c0:7c:d5:cb,-93,
24,09:5d:2e:d3:a6:bc,-83,0000fd6f-0000-1000-8000-00805f9b34fb
25,62:60:f0:20:f2:32,-81,
26,50:ac:55:93:95:ca,-79,
27,03:96:1f:35:02:6b,-86,
28,46:58:c4:8b:ca:a3,-96,
29,d4:9d:c0:7d:31:df,-93,
30,0a:26:3e:68:ed:cb,-91,0000fd6f-0000-1000-8000-00805f9b34fb
31,d4:9d:c0:7d:31:8d,-94,
32,50:e7:2d:8f:91:44,-91,
33,3d:80:e4:f7:51:8c,-87,
34,78:8b:59:fd:72:04,-90,
35,d4:9d:c0:7d:0c:b7,-92,
36,d4:9d:c0:7d:31:b7,-92,
37,1b:59:03:dc:35:d0,-91,
38,18:06:41:af:39:eb,-95,
39,4c:b5:69:26:4f:f0,-86,
40,d4:9d:c0:7d:22:d5,-96,
41,1f:c2:64:41:bd:4f,-96,
42,06:89:76:b0:0c:79,-95,0000fd6f-0000-1000-8000-00805f9b34fb
43,b8:bc:5b:eb:29:95,-93,
44,01:5e:23:c4:63:a0,-89,0000fd6f-0000-1000-8000-00805f9b34fb
45,45:18:ac:8b:ab:fb,-88,
46,6f:9c:7d:3e:e4:bb,-91,
47,d4:9d:c0:7d:20:e7,-91,
48,b8:bc:5b:eb:28:43,-97,
49,2f:2c:96:0e:0a:6a,-91,
50,1b:44:71:13:00:30,-92,
51,d4:9d:c0:7c:e6:a9,-92,
52,4d:e5:3c:c0:f4:33,-96,
53,29:35:fd:da:2f:0d,-102,
54,44:d8:49:88:09:6c,-92,
55,4e:4e:ce:dd:94:9b,-98,
56,00:c3:f4:82:dc:8c,-95,
57,7c:77:a2:e0:67:88,-90,
58,36:f2:44:39:dc:9e,-93,
59,7d:e2:01:02:d6:57,-100,
60,61:bb:70:a4:db:f0,-92,
61,64:ad:41:b7:07:b6,-94,
