,address,rssi,uuid
0,00:a0:50:53:77:0c,-72,
1,11:e8:35:72:f0:3c,-89,
2,76:7f:2a:10:1a:73,-86,
3,6d:4f:27:53:7e:76,-87,
4,5f:2c:9b:4a:c9:98,-84,
5,32:10:54:bc:58:4b,-92,
6,54:53:6f:33:ae:68,-98,
7,6a:fb:52:71:d4:68,-94,
8,5f:7f:e9:25:a3:a9,-95,
9,42:c0:f2:d7:67:d4,-63,
10,79:65:25:97:dc:63,-72,
11,77:67:83:a4:4c:f2,-89,
12,41:ba:3b:90:11:90,-93,
13,71:3a:63:49:e6:b8,-95,
14,65:3a:0a:e5:5e:4e,-91,
15,5e:2e:ab:dc:00:39,-87,
16,52:a2:67:2b:35:a8,-87,
17,76:02:9e:dc:8f:52,-88,
18,52:14:76:e9:c7:d9,-95,
19,62:d5:ba:4b:c8:05,-91,
20,24:00:21:5f:31:02,-90,
21,7a:ee:27:77:ed:b7,-97,
22,60:55:d9:55:a2:5f,-97,
23,5a:c3:13:10:4b:45,-100,
24,58:ec:98:9c:25:10,-100,
25,e9:82:fc:d8:ef:98,-96,
26,37:c7:e5:af:1b:60,-84,
27,1e:ac:f1:fd:db:a9,-94,0000fd6f-0000-1000-8000-00805f9b34fb
28,76:9d:58:96:b8:cd,-93,
29,40:4e:36:59:21:b6,-94,
30,6b:b6:bf:f4:1a:4d,-95,
31,40:4e:36:59:28:32,-96,
