20210704063346,34.69329,135.78210166666668
,adress,rssi,uuid
0,d4:36:39:ba:c1:ad,-92,null
1,d4:36:39:ba:bf:4c,-90,null
2,42:43:63:91:3a:43,-96,null
3,d4:36:39:ba:c1:d3,-83,null
4,d4:36:39:ba:bd:b6,-92,null
