20210704062443,34.69329,135.78210666666666
,adress,rssi,uuid
0,57:a5:71:3d:0e:8f,-95,null
1,d4:36:39:ba:bd:b6,-95,null
2,d4:36:39:ba:c1:d3,-85,null
3,12:d3:d7:00:a7:b5,-88,0000fd6f-0000-1000-8000-00805f9b34fb
