20210704061556,34.693295,135.78211
,adress,rssi,uuid
0,f3:85:80:87:df:89,-94,null
1,21:4c:c2:bd:c6:5e,-97,0000fd6f-0000-1000-8000-00805f9b34fb
2,4a:db:33:f7:5e:dc,-98,null
3,3f:1d:cb:44:66:c4,-96,null
4,d4:36:39:ba:c1:ad,-91,null
5,d4:36:39:ba:bd:b6,-93,null
6,d4:36:39:ba:bf:4c,-92,null
