20210704055327,34.69331,135.78210833333333
,adress,rssi,uuid
0,42:4a:e0:13:e6:93,-82,null
1,54:f9:46:38:f3:85,-86,null
2,98:b6:e9:dd:01:c1,-95,null
3,40:34:89:98:33:fc,-86,null
4,7b:33:96:27:e3:34,-90,null
5,6a:ea:2f:f5:af:4e,-90,null
6,5d:55:2c:b9:fd:4a,-91,null
7,7b:33:0f:14:08:fb,-91,null
8,78:f8:9c:80:38:ad,-91,null
9,7a:78:4c:e9:16:6e,-88,null
10,69:a4:bc:04:72:8a,-97,null
11,5a:74:fd:cd:64:ca,-89,null
12,44:fb:0c:0b:ab:de,-87,null
13,d4:36:39:ba:bf:4c,-90,null
14,58:bb:48:78:63:ee,-91,null
15,67:d4:82:6a:97:25,-84,null
16,63:28:54:c0:d5:f8,-92,null
17,d4:36:39:ba:c1:ad,-92,null
18,d4:36:39:ba:c1:d3,-82,null
19,e7:d7:10:a8:ff:2f,-94,null
20,d4:36:39:ba:bd:b6,-89,null
