20210704063504,34.69329166666667,135.7821
,adress,rssi,uuid
0,02:5e:e5:7c:c4:3d,-92,0000fd6f-0000-1000-8000-00805f9b34fb
1,55:a5:58:a2:36:1a,-88,null
2,d4:36:39:ba:c1:ad,-87,null
3,d4:36:39:ba:bf:4c,-93,null
4,d4:36:39:ba:bd:b6,-89,null
5,d4:36:39:ba:c1:d3,-83,null
