20210704064131,34.69329,135.78209
,adress,rssi,uuid
0,d4:36:39:ba:c1:d3,-88,null
1,69:c4:11:47:13:ad,-80,null
2,43:ba:4a:6b:f1:b8,-89,null
3,d4:36:39:ba:bf:4c,-93,null
4,d4:36:39:ba:bd:b6,-90,null
5,d4:36:39:ba:c1:ad,-90,null
