20210704092004,34.68320166666667,135.84520833333335
,adress,rssi,uuid
0,00:a0:50:52:f3:a8,-66,null
1,4b:e9:d3:e2:cb:53,-85,null
2,7c:90:b8:84:53:36,-88,null
