20210704051410,34.68165833333333,135.51338
,adress,rssi,uuid
0,0e:cc:ac:da:45:66,-93,null
1,78:98:ba:2a:1b:0f,-96,null
2,5d:4c:d7:8b:73:5c,-89,null
3,01:cf:83:f3:94:19,-94,null
4,01:25:0f:a6:0d:06,-92,0000fd6f-0000-1000-8000-00805f9b34fb
5,57:65:bc:42:f6:43,-93,null
6,34:04:40:5a:ce:0b,-96,null
7,0b:41:93:e9:5a:fa,-100,0000fd6f-0000-1000-8000-00805f9b34fb
