20210704051702,34.679048333333334,135.557965
,adress,rssi,uuid
0,7e:d4:f5:86:71:83,-92,null
1,0e:cc:ac:da:45:66,-91,null
2,5d:4c:d7:8b:73:5c,-82,null
3,15:67:85:d6:84:a2,-96,0000fd6f-0000-1000-8000-00805f9b34fb
