20210704091902,34.683051666666664,135.84288
,adress,rssi,uuid
0,53:fe:ee:de:a6:30,-76,null
1,00:a0:50:52:f3:a8,-69,null
2,74:32:98:e8:c3:80,-67,null
3,59:fb:e3:47:2b:0a,-90,null
4,76:7e:b7:dd:42:23,-88,null
5,d4:36:39:ba:bf:0a,-100,null
6,64:31:39:41:80:ba,-93,null
