20210704061219,34.693295,135.78211333333334
,adress,rssi,uuid
0,79:7b:5f:99:dc:d8,-79,null
1,c1:00:00:02:f7:7d,-90,null
2,d4:36:39:ba:bd:b6,-92,null
3,f3:85:80:87:df:89,-96,null
4,58:87:f3:c0:95:fa,-93,null
5,d4:36:39:ba:bf:4c,-93,null
6,d4:36:39:ba:c1:d3,-86,null
