20210704092254,34.68179333333333,135.84608333333333
,adress,rssi,uuid
0,28:ed:e0:d2:49:fa,-87,null
1,00:a0:50:52:f3:a8,-69,null
2,68:a0:3e:f3:44:2c,-96,null
3,64:5a:8a:5c:50:d8,-96,null
4,5a:27:8d:de:c4:19,-93,null
