20210704060041,34.6933,135.78212
,adress,rssi,uuid
0,53:39:6d:0d:2b:1c,-87,null
1,d4:36:39:ba:c1:d3,-82,null
2,f9:11:6d:22:6a:09,-90,null
3,d4:36:39:ba:bd:b6,-99,null
