20210704055358,34.693308333333334,135.78212333333335
,adress,rssi,uuid
0,d4:36:39:ba:c1:d3,-84,null
1,42:4a:e0:13:e6:93,-92,null
2,67:d4:82:6a:97:25,-89,null
3,44:fb:0c:0b:ab:de,-97,null
4,d4:36:39:ba:bd:b6,-93,null
