20210704060944,34.69329666666667,135.782115
,adress,rssi,uuid
0,d4:36:39:ba:bf:4c,-94,null
1,d4:36:39:ba:c1:d3,-82,null
2,7f:b4:52:69:b2:a0,-95,null
3,d4:36:39:ba:bd:b6,-92,null
