20210704063229,34.69329,135.78210166666668
,adress,rssi,uuid
0,d4:36:39:ba:c1:d3,-87,null
1,d4:36:39:ba:bf:4c,-95,null
2,d4:36:39:ba:c1:ad,-88,null
3,0d:67:8f:91:83:47,-90,0000fd6f-0000-1000-8000-00805f9b34fb
