20201221151224,34.57703,135.71843666666666
,adress,rssi,uuid
0,00:a0:50:2d:33:88,-80,null
1,7a:91:48:2d:0d:81,-93,null
2,4a:8c:ff:05:fd:1d,-83,null
3,38:18:4c:f1:be:4f,-102,null
4,68:52:1b:fd:45:d9,-45,null
5,1a:a6:ed:b2:56:db,-48,0000fd6f-0000-1000-8000-00805f9b34fb
6,03:ec:26:f8:bb:9d,-86,0000fd6f-0000-1000-8000-00805f9b34fb
7,46:59:75:08:d5:63,-103,null
