20201221101736,34.69412,135.80545833333332
,adress,rssi,uuid
0,00:a0:50:53:1a:a7,-70,null
1,21:ce:68:03:e3:32,-52,0000fd6f-0000-1000-8000-00805f9b34fb
2,6a:7e:6c:ca:a5:e5,-53,null
3,46:6f:27:40:8e:8b,-89,null
4,0d:8a:7e:96:5f:b2,-92,null
5,2f:b8:d3:9f:78:d0,-92,null
6,41:52:7a:2a:e1:43,-89,null
