20201221123544,34.634775,135.76493
,adress,rssi,uuid
0,00:a0:50:11:41:59,-73,null
1,3c:df:9a:14:28:30,-45,0000fd6f-0000-1000-8000-00805f9b34fb
2,74:e4:bb:0f:8f:66,-44,null
3,72:a0:cd:29:9f:fc,-95,null
4,5b:f0:f0:63:8d:54,-94,null
5,45:d2:ba:0e:81:24,-89,null
